0,-0.0014086,1
0.001,0.0045423,1
0.002,0.0078936,1
0.003,0.0096572,1
0.004,0.012613,1
0.005,0.017009,1
0.006,0.019702,1
0.007,0.025145,1
0.008,0.028216,1
0.009,0.032945,1
0.01,0.033997,1
0.011,0.040496,1
0.012,0.043376,1
0.013,0.045151,1
0.014,0.049853,1
0.015,0.05373,1
0.016,0.055059,1
0.017,0.05698,1
0.018,0.061888,1
0.019,0.065553,1
0.02,0.066351,1
0.021,0.070804,1
0.022,0.072204,1
0.023,0.077485,1
0.024,0.080302,1
0.025,0.082098,1
0.026,0.086596,1
0.027,0.089477,1
0.028,0.091903,1
0.029,0.093436,1
0.03,0.097222,1
0.031,0.1009,1
0.032,0.1046,1
0.033,0.10709,1
0.034,0.10814,1
0.035,0.10965,1
0.036,0.11539,1
0.037,0.11542,1
0.038,0.12027,1
0.039,0.12159,1
0.04,0.1237,1
0.041,0.12665,1
0.042,0.1297,1
0.043,0.13174,1
0.044,0.13566,1
0.045,0.13809,1
0.046,0.13893,1
0.047,0.13999,1
0.048,0.14319,1
0.049,0.14508,1
0.05,0.14734,-1
0.051,0.14271,-1
0.052,0.14017,-1
0.053,0.13412,-1
0.054,0.12889,-1
0.055,0.12501,-1
0.056,0.11871,-1
0.057,0.1129,-1
0.058,0.10926,-1
0.059,0.1041,-1
0.06,0.10162,-1
0.061,0.096222,-1
0.062,0.09165,-1
0.063,0.085649,-1
0.064,0.082668,-1
0.065,0.077676,-1
0.066,0.073557,-1
0.067,0.069452,-1
0.068,0.065316,-1
0.069,0.059578,-1
0.07,0.057542,-1
0.071,0.052019,-1
0.072,0.048244,-1
0.073,0.046061,-1
0.074,0.040532,-1
0.075,0.037828,-1
0.076,0.031686,-1
0.077,0.026676,-1
0.078,0.022915,-1
0.079,0.021655,-1
0.08,0.016317,-1
0.081,0.013803,-1
0.082,0.0069936,-1
0.083,0.0031895,-1
0.084,0.0018802,-1
0.085,-0.0039507,-1
0.086,-0.0052444,-1
0.087,-0.0099238,-1
0.088,-0.013978,-1
0.089,-0.018287,-1
0.09,-0.020136,-1
0.091,-0.025844,-1
0.092,-0.02543,-1
0.093,-0.03023,-1
0.094,-0.032805,-1
0.095,-0.037796,-1
0.096,-0.040643,-1
0.097,-0.045759,-1
0.098,-0.048072,-1
0.099,-0.051809,-1
0.1,-0.0523,1
0.101,-0.050631,1
0.102,-0.044918,1
0.103,-0.039928,1
0.104,-0.038061,1
0.105,-0.033663,1
0.106,-0.029337,1
0.107,-0.026043,1
0.108,-0.021567,1
0.109,-0.019528,1
0.11,-0.015323,1
0.111,-0.0085913,1
0.112,-0.0063534,1
0.113,-0.0015204,1
0.114,0.0013935,1
0.115,0.0032075,1
0.116,0.0070722,1
0.117,0.013683,1
0.118,0.016045,1
0.119,0.020547,1
0.12,0.021273,1
0.121,0.026017,1
0.122,0.031083,1
0.123,0.031205,1
0.124,0.037197,1
0.125,0.039474,1
0.126,0.041239,1
0.127,0.045212,1
0.128,0.051001,1
0.129,0.054171,1
0.13,0.055163,1
0.131,0.059115,1
0.132,0.063064,1
0.133,0.06457,1
0.134,0.069702,1
0.135,0.071437,1
0.136,0.076401,1
0.137,0.076135,1
0.138,0.080277,1
0.139,0.082659,1
0.14,0.084482,1
0.141,0.087787,1
0.142,0.090587,1
0.143,0.093753,1
0.144,0.096875,1
0.145,0.10271,1
0.146,0.10392,1
0.147,0.10496,1
0.148,0.10724,1
0.149,0.11043,1
0.15,0.11361,-1
0.151,0.11142,-1
0.152,0.1069,-1
0.153,0.10165,-1
0.154,0.095796,-1
0.155,0.090375,-1
0.156,0.08835,-1
0.157,0.081603,-1
0.158,0.077346,-1
0.159,0.073245,-1
0.16,0.071153,-1
0.161,0.065123,-1
0.162,0.058723,-1
0.163,0.056259,-1
0.164,0.051295,-1
0.165,0.049002,-1
0.166,0.043612,-1
0.167,0.038943,-1
0.168,0.035766,-1
0.169,0.030486,-1
0.17,0.026434,-1
0.171,0.023186,-1
0.172,0.017948,-1
0.173,0.016371,-1
0.174,0.012785,-1
0.175,0.0077288,-1
0.176,0.0032499,-1
0.177,-0.00016845,-1
0.178,-0.0025788,-1
0.179,-0.0043228,-1
0.18,-0.0099615,-1
0.181,-0.014309,-1
0.182,-0.016513,-1
0.183,-0.019858,-1
0.184,-0.023297,-1
0.185,-0.02798,-1
0.186,-0.031401,-1
0.187,-0.032372,-1
0.188,-0.035807,-1
0.189,-0.042868,-1
0.19,-0.045697,-1
0.191,-0.046647,-1
0.192,-0.050896,-1
0.193,-0.053384,-1
0.194,-0.057802,-1
0.195,-0.061438,-1
0.196,-0.062706,-1
0.197,-0.067224,-1
0.198,-0.071883,-1
0.199,-0.071886,-1
0.2,-0.074509,1
0.201,-0.071629,1
0.202,-0.065908,1
0.203,-0.063508,1
0.204,-0.056895,1
0.205,-0.054854,1
0.206,-0.051364,1
0.207,-0.045446,1
0.208,-0.043524,1
0.209,-0.036608,1
0.21,-0.035292,1
0.211,-0.029676,1
0.212,-0.026348,1
0.213,-0.020374,1
0.214,-0.019145,1
0.215,-0.01365,1
0.216,-0.0088984,1
0.217,-0.0086285,1
0.218,-0.0015708,1
0.219,0.0009407,1
0.22,0.0032614,1
0.221,0.0069299,1
0.222,0.012299,1
0.223,0.014805,1
0.224,0.018652,1
0.225,0.022382,1
0.226,0.02703,1
0.227,0.027228,1
0.228,0.031496,1
0.229,0.034287,1
0.23,0.039616,1
0.231,0.041403,1
0.232,0.044046,1
0.233,0.049522,1
0.234,0.052454,1
0.235,0.054533,1
0.236,0.057749,1
0.237,0.063719,1
0.238,0.066413,1
0.239,0.069683,1
0.24,0.07075,1
0.241,0.076048,1
0.242,0.078363,1
0.243,0.079887,1
0.244,0.085164,1
0.245,0.084269,1
0.246,0.089809,1
0.247,0.093545,1
0.248,0.092993,1
0.249,0.097999,1
0.25,0.099334,-1
0.251,0.097339,-1
0.252,0.091718,-1
0.253,0.085279,-1
0.254,0.083843,-1
0.255,0.075946,-1
0.256,0.074425,-1
0.257,0.068833,-1
0.258,0.065843,-1
0.259,0.061697,-1
0.26,0.055163,-1
0.261,0.050355,-1
0.262,0.048978,-1
0.263,0.043248,-1
0.264,0.041107,-1
0.265,0.036704,-1
0.266,0.032482,-1
0.267,0.027898,-1
0.268,0.022059,-1
0.269,0.020294,-1
0.27,0.015808,-1
0.271,0.013284,-1
0.272,0.0068948,-1
0.273,0.0033049,-1
0.274,-0.00080537,-1
0.275,-0.0028165,-1
0.276,-0.0062298,-1
0.277,-0.010604,-1
0.278,-0.014555,-1
0.279,-0.015928,-1
0.28,-0.018617,-1
0.281,-0.022357,-1
0.282,-0.028151,-1
0.283,-0.032952,-1
0.284,-0.034067,-1
0.285,-0.038723,-1
0.286,-0.042499,-1
0.287,-0.045722,-1
0.288,-0.046811,-1
0.289,-0.049217,-1
0.29,-0.053132,-1
0.291,-0.05893,-1
0.292,-0.061603,-1
0.293,-0.061893,-1
0.294,-0.064988,-1
0.295,-0.069186,-1
0.296,-0.071012,-1
0.297,-0.077856,-1
0.298,-0.078953,-1
0.299,-0.083479,-1
0.3,-0.084481,1
0.301,-0.080393,1
0.302,-0.076163,1
0.303,-0.072981,1
0.304,-0.066978,1
0.305,-0.061787,1
0.306,-0.057882,1
0.307,-0.05606,1
0.308,-0.049055,1
0.309,-0.04533,1
0.31,-0.042163,1
0.311,-0.038914,1
0.312,-0.034905,1
0.313,-0.031008,1
0.314,-0.026493,1
0.315,-0.022287,1
0.316,-0.01988,1
0.317,-0.016354,1
