0,0.00010532,1
0.001,0.00024409,1
0.002,0.00027294,1
0.003,0.00069051,1
0.004,0.00074845,1
0.005,0.00097481,1
0.006,0.0014651,1
0.007,0.0018878,1
0.008,0.0017299,1
0.009,0.0021552,1
0.01,0.0025448,1
0.011,0.0026495,1
0.012,0.002543,1
0.013,0.0032228,1
0.014,0.002884,1
0.015,0.0033612,1
0.016,0.0037987,1
0.017,0.0038772,1
0.018,0.0042782,1
0.019,0.004274,1
0.02,0.0047742,1
0.021,0.0047669,1
0.022,0.0047909,1
0.023,0.0052811,1
0.024,0.0051208,1
0.025,0.0053064,1
0.026,0.0060362,1
0.027,0.0060284,1
0.028,0.0060029,1
0.029,0.006451,1
0.03,0.0065846,1
0.031,0.0067319,1
0.032,0.0071409,1
0.033,0.007038,1
0.034,0.0076323,1
0.035,0.0076066,1
0.036,0.0077671,1
0.037,0.0077949,1
0.038,0.0084685,1
0.039,0.0087063,1
0.04,0.0086315,1
0.041,0.0091368,1
0.042,0.0091979,1
0.043,0.009161,1
0.044,0.0095039,1
0.045,0.0096243,1
0.046,0.0095896,1
0.047,0.0099493,1
0.048,0.010468,1
0.049,0.010664,1
0.05,0.010362,-1
0.051,0.010218,-1
0.052,0.010071,-1
0.053,0.0098106,-1
0.054,0.0095246,-1
0.055,0.0091852,-1
0.056,0.0087452,-1
0.057,0.0088804,-1
0.058,0.0087215,-1
0.059,0.0083011,-1
0.06,0.007849,-1
0.061,0.007413,-1
0.062,0.0075059,-1
0.063,0.0068491,-1
0.064,0.0066894,-1
0.065,0.0063512,-1
0.066,0.0065371,-1
0.067,0.0062997,-1
0.068,0.0057324,-1
0.069,0.0052971,-1
0.07,0.0052596,-1
0.071,0.0053501,-1
0.072,0.0045852,-1
0.073,0.0047591,-1
0.074,0.0042366,-1
0.075,0.0039366,-1
0.076,0.00403,-1
0.077,0.0036536,-1
0.078,0.0032908,-1
0.079,0.0031473,-1
0.08,0.0030085,-1
0.081,0.0027211,-1
0.082,0.0020541,-1
0.083,0.0021901,-1
0.084,0.0016856,-1
0.085,0.0014078,-1
0.086,0.0014819,-1
0.087,0.0011842,-1
0.088,0.00086033,-1
0.089,0.00050678,-1
0.09,0.00026666,-1
0.091,9.7704e-05,-1
0.092,-0.00011622,-1
0.093,-0.000525,-1
0.094,-0.00065468,-1
0.095,-0.00088675,-1
0.096,-0.0011911,-1
0.097,-0.00098063,-1
0.098,-0.0016958,-1
0.099,-0.0015742,-1
0.1,-0.0019316,1
0.101,-0.0016226,1
0.102,-0.0011704,1
0.103,-0.00094468,1
0.104,-0.00098059,1
0.105,-0.0004136,1
0.106,-0.00021959,1
0.107,-0.00013297,1
0.108,-9.4508e-05,1
0.109,0.00047634,1
0.11,0.00049092,1
0.111,0.0010055,1
0.112,0.00080421,1
0.113,0.001401,1
0.114,0.0014631,1
0.115,0.0016391,1
0.116,0.0017972,1
0.117,0.0021455,1
0.118,0.0022243,1
0.119,0.0024716,1
0.12,0.0026331,1
0.121,0.0030532,1
0.122,0.0030577,1
0.123,0.0036495,1
0.124,0.0035934,1
0.125,0.0040649,1
0.126,0.0038552,1
0.127,0.0043466,1
0.128,0.0046855,1
0.129,0.0048992,1
0.13,0.0052028,1
0.131,0.0053522,1
0.132,0.0052721,1
0.133,0.0054135,1
0.134,0.0057399,1
0.135,0.0058542,1
0.136,0.0062173,1
0.137,0.0065653,1
0.138,0.0065745,1
0.139,0.0069539,1
0.14,0.0070915,1
0.141,0.0073563,1
0.142,0.0072553,1
0.143,0.0079046,1
0.144,0.0081118,1
0.145,0.0080815,1
0.146,0.008046,1
0.147,0.0085662,1
0.148,0.0087411,1
0.149,0.0088244,1
0.15,0.0092579,-1
0.151,0.0087116,-1
0.152,0.0086536,-1
0.153,0.0083049,-1
0.154,0.0078528,-1
0.155,0.0074642,-1
0.156,0.0072722,-1
0.157,0.0071264,-1
0.158,0.0069218,-1
0.159,0.0065821,-1
0.16,0.0065119,-1
0.161,0.0059217,-1
0.162,0.0060216,-1
0.163,0.0059705,-1
0.164,0.0051334,-1
0.165,0.0051477,-1
0.166,0.005138,-1
0.167,0.0046208,-1
0.168,0.004341,-1
0.169,0.0039008,-1
0.17,0.0041194,-1
