0,3.9922e-06,1
0.001,0.00048492,1
0.002,0.00094751,1
0.003,0.0021251,1
0.004,0.0028032,1
0.005,0.0033398,1
0.006,0.0039008,1
0.007,0.0046476,1
0.008,0.0053965,1
0.009,0.0057694,1
0.01,0.0068599,1
0.011,0.0071832,1
0.012,0.0078617,1
0.013,0.0080559,1
0.014,0.0090421,1
0.015,0.0095011,1
0.016,0.010701,1
0.017,0.010838,1
0.018,0.011703,1
0.019,0.012501,1
0.02,0.012497,1
0.021,0.013083,1
0.022,0.013838,1
0.023,0.014284,1
0.024,0.015067,1
0.025,0.015857,1
0.026,0.016544,1
0.027,0.016707,1
0.028,0.017165,1
0.029,0.017674,1
0.03,0.018239,1
0.031,0.019099,1
0.032,0.019453,1
0.033,0.020077,1
0.034,0.020239,1
0.035,0.020847,1
0.036,0.021308,1
0.037,0.021784,1
0.038,0.022349,1
0.039,0.022775,1
0.04,0.023589,1
0.041,0.023661,1
0.042,0.024209,1
0.043,0.024809,1
0.044,0.025771,1
0.045,0.026324,1
0.046,0.026324,1
0.047,0.026725,1
0.048,0.027524,1
0.049,0.028101,1
0.05,0.028462,-1
0.051,0.027891,-1
0.052,0.026506,-1
0.053,0.025611,-1
0.054,0.025119,-1
0.055,0.024061,-1
0.056,0.023083,-1
0.057,0.022645,-1
0.058,0.021549,-1
0.059,0.020275,-1
0.06,0.019403,-1
0.061,0.019081,-1
0.062,0.018221,-1
0.063,0.017029,-1
0.064,0.016096,-1
0.065,0.015459,-1
0.066,0.01481,-1
0.067,0.014117,-1
0.068,0.012997,-1
0.069,0.012644,-1
0.07,0.01138,-1
0.071,0.010999,-1
0.072,0.0099048,-1
0.073,0.0090184,-1
0.074,0.0085003,-1
0.075,0.0077169,-1
0.076,0.0069657,-1
0.077,0.0061468,-1
0.078,0.0051404,-1
0.079,0.0047445,-1
0.08,0.0042991,-1
0.081,0.0034526,-1
0.082,0.0026641,-1
0.083,0.0018721,-1
0.084,0.0014413,-1
0.085,0.00073528,-1
0.086,-0.00045394,-1
0.087,-0.001018,-1
